"Episode","Step","Epsilon","Action","Observation","Fully Observed State","State","Step Reward","Total Reward","Q-values ['North', 'South', 'East', 'West', 'Catch']"
"1","3","0.8317637711026711","North","{'obs_sensor': 'Orv3rh6'}","{'robot_0': 'Srv4rh6'}","{'robot_0': 'Srv4rh6', 'target_0': 'Ttv3th9'}","-1.0","-13.0","[-0.03888194 -0.2638768  -0.18884549 -0.04627588 -0.83189154]"
"1","4","0.8317637711026711","North","{'obs_sensor': 'Orv2rh6'}","{'robot_0': 'Srv3rh6'}","{'robot_0': 'Srv3rh6', 'target_0': 'Ttv3th9'}","-1.0","-14.0","[-0.02215018 -0.30182877 -0.19572176 -0.03900158 -0.8287631 ]"
"1","5","0.8317637711026711","West","{'obs_sensor': 'Orv2rh5'}","{'robot_0': 'Srv2rh6'}","{'robot_0': 'Srv2rh6', 'target_0': 'Ttv3th9'}","-1.0","-15.0","[-0.01951242 -0.3089312  -0.14851806 -0.07208129 -0.8173436 ]"
"1","6","0.8317637711026711","Catch","{'obs_sensor': 'Orv2rh5'}","{'robot_0': 'Srv2rh5'}","{'robot_0': 'Srv2rh5', 'target_0': 'Ttv3th9'}","-10.0","-25.0","[ 0.02786011 -0.30136752 -0.12357345 -0.08234122 -0.78461313]"
"1","7","0.8317637711026711","North","{'obs_sensor': 'Orv1rh5'}","{'robot_0': 'Srv2rh5'}","{'robot_0': 'Srv2rh5', 'target_0': 'Ttv3th9'}","-1.0","-26.0","[-0.0136286  -0.2979738  -0.22877201 -0.05044955 -0.7773677 ]"
"1","8","0.8317637711026711","East","{'obs_sensor': 'Orv1rh6'}","{'robot_0': 'Srv1rh5'}","{'robot_0': 'Srv1rh5', 'target_0': 'Ttv3th9'}","-1.0","-27.0","[-0.03366235 -0.289943   -0.21698985 -0.07159282 -0.77761114]"
"1","9","0.8317637711026711","East","{'obs_sensor': 'Orv1rh7'}","{'robot_0': 'Srv1rh6'}","{'robot_0': 'Srv1rh6', 'target_0': 'Ttv4th9'}","-1.0","-28.0","[-0.04706068 -0.17203903 -0.17568533 -0.04098    -0.8127501 ]"
"1","10","0.8317637711026711","West","{'obs_sensor': 'Orv1rh6'}","{'robot_0': 'Srv1rh7'}","{'robot_0': 'Srv1rh7', 'target_0': 'Ttv4th9'}","-1.0","-29.0","[-0.05435195 -0.244727   -0.20202075 -0.07391242 -0.80217946]"
"1","11","0.8317637711026711","North","{'obs_sensor': 'Orv0rh6'}","{'robot_0': 'Srv1rh6'}","{'robot_0': 'Srv1rh6', 'target_0': 'Ttv4th9'}","-1.0","-30.0","[ 0.00575021 -0.27924088 -0.18913795 -0.03833311 -0.9320878 ]"
"1","12","0.8317637711026711","North","{'obs_sensor': 'Orv0rh6'}","{'robot_0': 'Srv0rh6'}","{'robot_0': 'Srv0rh6', 'target_0': 'Ttv4th9'}","-1.0","-31.0","[-0.02704454 -0.40388992 -0.03370447 -0.04671151 -1.0543981 ]"
"1","13","0.8317637711026711","East","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv0rh6'}","{'robot_0': 'Srv0rh6', 'target_0': 'Ttv4th9'}","-1.0","-32.0","[-0.05187821 -0.32084778 -0.138401   -0.07126071 -1.09965   ]"
"1","14","0.8317637711026711","North","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-33.0","[ 0.05706634 -0.41245311 -0.186185   -0.13972682 -1.0747715 ]"
"1","15","0.8317637711026711","South","{'obs_sensor': 'Orv1rh7'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-34.0","[ 0.0844672  -0.3978676  -0.06154105  0.02415235 -1.0441389 ]"
"1","16","0.8317637711026711","North","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv1rh7'}","{'robot_0': 'Srv1rh7', 'target_0': 'Ttv4th9'}","-1.0","-35.0","[ 0.03053678 -0.4787071  -0.19336909 -0.07780038 -1.2324096 ]"
"1","17","0.8317637711026711","East","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-36.0","[ 0.09315108 -0.3779623  -0.10432343 -0.06811901 -1.2764332 ]"
"1","18","0.8317637711026711","North","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-37.0","[ 0.06307693 -0.38405162 -0.22916085 -0.16987506 -1.1850162 ]"
"1","19","0.8317637711026711","East","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-38.0","[ 0.00490444 -0.35623348 -0.27440345 -0.14767602 -1.2081957 ]"
"1","20","0.8317637711026711","East","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-39.0","[ 0.05733285 -0.4159213  -0.2966546  -0.13433802 -1.4373735 ]"
"1","21","0.8317637711026711","East","{'obs_sensor': 'Orv0rh7'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-40.0","[ 0.02136742 -0.34588218 -0.30258858 -0.2737526  -1.4467486 ]"
"1","22","0.8317637711026711","West","{'obs_sensor': 'Orv0rh6'}","{'robot_0': 'Srv0rh7'}","{'robot_0': 'Srv0rh7', 'target_0': 'Ttv4th9'}","-1.0","-41.0","[-0.01153764 -0.4482982  -0.2871793  -0.28892773 -1.4933076 ]"
"1","23","0.8317637711026711","North","{'obs_sensor': 'Orv0rh6'}","{'robot_0': 'Srv0rh6'}","{'robot_0': 'Srv0rh6', 'target_0': 'Ttv4th9'}","-1.0","-42.0","[-0.02654137 -0.40966505 -0.32102942 -0.22464487 -1.513327  ]"
"1","24","0.8317637711026711","South","{'obs_sensor': 'Orv1rh6'}","{'robot_0': 'Srv0rh6'}","{'robot_0': 'Srv0rh6', 'target_0': 'Ttv4th9'}","-1.0","-43.0","[-0.00829282 -0.49169472 -0.272846   -0.27207354 -1.4846566 ]"
"1","25","0.8317637711026711","East","{'obs_sensor': 'Orv1rh7'}","{'robot_0': 'Srv1rh6'}","{'robot_0': 'Srv1rh6', 'target_0': 'Ttv4th9'}","-1.0","-44.0","[ 0.01339079 -0.47087285 -0.38509867 -0.30229557 -1.6591208 ]"
"1","26","0.8317637711026711","South","{'obs_sensor': 'Orv2rh7'}","{'robot_0': 'Srv1rh7'}","{'robot_0': 'Srv1rh7', 'target_0': 'Ttv4th9'}","-1.0","-45.0","[ 0.05336775 -0.52438295 -0.23754098 -0.224488   -1.5503839 ]"
"1","27","0.8317637711026711","Catch","{'obs_sensor': 'Orv2rh7'}","{'robot_0': 'Srv2rh7'}","{'robot_0': 'Srv2rh7', 'target_0': 'Ttv4th9'}","-10.0","-55.0","[ 0.1293175  -0.53265315 -0.32996044 -0.26073113 -1.4888103 ]"
"1","28","0.8317637711026711","North","{'obs_sensor': 'Orv1rh7'}","{'robot_0': 'Srv2rh7'}","{'robot_0': 'Srv2rh7', 'target_0': 'Ttv4th9'}","-1.0","-56.0","[ 0.11410289 -0.5563207  -0.23951314 -0.2204519  -1.4080521 ]"
"1","29","0.8317637711026711","Catch","{'obs_sensor': 'Orv1rh7'}","{'robot_0': 'Srv1rh7'}","{'robot_0': 'Srv1rh7', 'target_0': 'Ttv4th9'}","-10.0","-66.0","[-0.04975179 -0.48700196 -0.25638872 -0.18802996 -1.3344753 ]"
"2","0","0.7585775750291839","West","{'obs_sensor': 'Orv0rh5'}","{'robot_0': 'Srv0rh6'}","{'robot_0': 'Srv0rh6', 'target_0': 'Ttv1th7'}","-1.0","-1.0","[-0.35406822 -0.39274043 -0.3498692   0.38996032 -4.914919  ]"
"2","1","0.7585775750291839","South","{'obs_sensor': 'Orv1rh5'}","{'robot_0': 'Srv0rh5'}","{'robot_0': 'Srv0rh5', 'target_0': 'Ttv2th7'}","-1.0","-2.0","[-0.40352386 -0.368817   -0.6906574   0.10820828 -5.1554823 ]"
"2","2","0.7585775750291839","West","{'obs_sensor': 'Orv1rh5'}","{'robot_0': 'Srv1rh5'}","{'robot_0': 'Srv1rh5', 'target_0': 'Ttv2th7'}","-1.0","-3.0","[-0.29871565 -0.19389617 -0.62417746  0.12091624 -5.399777  ]"
"2","3","0.7585775750291839","South","{'obs_sensor': 'Orv2rh5'}","{'robot_0': 'Srv1rh5'}","{'robot_0': 'Srv1rh5', 'target_0': 'Ttv2th7'}","-1.0","-4.0","[-0.09381381 -0.5595114  -0.37690923  0.39883316 -5.408486  ]"
"2","4","0.7585775750291839","South","{'obs_sensor': 'Orv3rh5'}","{'robot_0': 'Srv2rh5'}","{'robot_0': 'Srv2rh5', 'target_0': 'Ttv3th7'}","-1.0","-5.0","[-0.21542062 -0.58562744 -0.3216081   0.2958231  -5.7531347 ]"
"2","5","0.7585775750291839","South","{'obs_sensor': 'Orv4rh5'}","{'robot_0': 'Srv3rh5'}","{'robot_0': 'Srv3rh5', 'target_0': 'Ttv4th7'}","-1.0","-6.0","[-0.38968533 -0.4594642  -0.38948187  0.13763201 -5.651504  ]"
"2","6","0.7585775750291839","South","{'obs_sensor': 'Orv4rh5'}","{'robot_0': 'Srv4rh5'}","{'robot_0': 'Srv4rh5', 'target_0': 'Ttv4th7'}","-1.0","-7.0","[-0.40984005 -0.6565181  -0.3820195   0.3787194  -5.656567  ]"
"2","7","0.7585775750291839","North","{'obs_sensor': 'Orv3rh5'}","{'robot_0': 'Srv4rh5'}","{'robot_0': 'Srv4rh5', 'target_0': 'Ttv4th7'}","-1.0","-8.0","[-0.29388368 -0.43341866 -0.60494596  0.29234552 -6.072076  ]"
"2","8","0.7585775750291839","West","{'obs_sensor': 'Orv3rh4'}","{'robot_0': 'Srv3rh5'}","{'robot_0': 'Srv3rh5', 'target_0': 'Ttv4th8'}","-1.0","-9.0","[-0.0817802  -0.50586724 -0.51178217  0.4819302  -6.4285483 ]"
"2","9","0.7585775750291839","East","{'obs_sensor': 'Orv3rh5'}","{'robot_0': 'Srv3rh4'}","{'robot_0': 'Srv3rh4', 'target_0': 'Ttv4th9'}","-1.0","-10.0","[-0.25253153 -0.30558148 -0.69100475  0.08376396 -6.1850705 ]"
"2","10","0.7585775750291839","West","{'obs_sensor': 'Orv3rh4'}","{'robot_0': 'Srv3rh5'}","{'robot_0': 'Srv3rh5', 'target_0': 'Ttv4th9'}","-1.0","-11.0","[-0.17388242 -0.3896448  -0.83530146  0.32509783 -6.4689636 ]"
"2","11","0.7585775750291839","South","{'obs_sensor': 'Orv4rh4'}","{'robot_0': 'Srv3rh4'}","{'robot_0': 'Srv3rh4', 'target_0': 'Ttv4th9'}","-1.0","-12.0","[-0.3247186  -0.33306968 -0.5962133   0.28981626 -6.362422  ]"
"2","12","0.7585775750291839","West","{'obs_sensor': 'Orv4rh3'}","{'robot_0': 'Srv4rh4'}","{'robot_0': 'Srv4rh4', 'target_0': 'Ttv4th9'}","-1.0","-13.0","[-0.18052784 -0.3439629  -0.15453598  0.306845   -6.4118695 ]"
"2","13","0.7585775750291839","South","{'obs_sensor': 'Orv4rh3'}","{'robot_0': 'Srv4rh3'}","{'robot_0': 'Srv4rh3', 'target_0': 'Ttv4th9'}","-1.0","-14.0","[-0.0481902  -0.3263942  -0.43880785  0.34995866 -6.6659775 ]"
"2","14","0.7585775750291839","East","{'obs_sensor': 'Orv4rh4'}","{'robot_0': 'Srv4rh3'}","{'robot_0': 'Srv4rh3', 'target_0': 'Ttv4th9'}","-1.0","-15.0","[ 0.08692182 -0.4650684  -0.5189124   0.4038214  -6.9244595 ]"
"2","15","0.7585775750291839","North","{'obs_sensor': 'Orv3rh4'}","{'robot_0': 'Srv4rh4'}","{'robot_0': 'Srv4rh4', 'target_0': 'Ttv4th9'}","-1.0","-16.0","[ 0.11490931 -0.6993932  -0.42181522  0.46105015 -6.649744  ]"
"2","16","0.7585775750291839","Catch","{'obs_sensor': 'Orv3rh4'}","{'robot_0': 'Srv3rh4'}","{'robot_0': 'Srv3rh4', 'target_0': 'Ttv4th9'}","-10.0","-26.0","[-0.18713824 -0.43679214 -0.62941945  0.24652785 -6.4591694 ]"
"2","17","0.7585775750291839","West","{'obs_sensor': 'Orv3rh3'}","{'robot_0': 'Srv3rh4'}","{'robot_0': 'Srv3rh4', 'target_0': 'Ttv4th9'}","-1.0","-27.0","[-0.06161328 -0.38344967 -0.46768647  0.24569747 -6.0501556 ]"
"2","18","0.7585775750291839","West","{'obs_sensor': 'Orv3rh2'}","{'robot_0': 'Srv3rh3'}","{'robot_0': 'Srv3rh3', 'target_0': 'Ttv4th9'}","-1.0","-28.0","[-0.04546108 -0.71011347 -0.33551925  0.495596   -6.205521  ]"
"2","19","0.7585775750291839","West","{'obs_sensor': 'Orv3rh1'}","{'robot_0': 'Srv3rh2'}","{'robot_0': 'Srv3rh2', 'target_0': 'Ttv4th9'}","-1.0","-29.0","[-1.4390182e-01 -2.1691778e-01 -6.7401683e-01  3.3772257e-03
 -5.9695592e+00]"
"2","20","0.7585775750291839","East","{'obs_sensor': 'Orv3rh2'}","{'robot_0': 'Srv3rh1'}","{'robot_0': 'Srv3rh1', 'target_0': 'Ttv4th9'}","-1.0","-30.0","[ 0.09164439 -0.73614335 -0.05529821  0.5459309  -6.0071535 ]"
"2","21","0.7585775750291839","West","{'obs_sensor': 'Orv3rh1'}","{'robot_0': 'Srv3rh2'}","{'robot_0': 'Srv3rh2', 'target_0': 'Ttv4th9'}","-1.0","-31.0","[-0.19169532 -0.5521576  -0.5719537   0.28845873 -6.037567  ]"
"2","22","0.7585775750291839","South","{'obs_sensor': 'Orv4rh1'}","{'robot_0': 'Srv3rh1'}","{'robot_0': 'Srv3rh1', 'target_0': 'Ttv4th9'}","-1.0","-32.0","[ 0.02024131 -0.6014627  -0.4822553   0.40086573 -6.3650208 ]"
"2","23","0.7585775750291839","West","{'obs_sensor': 'Orv4rh0'}","{'robot_0': 'Srv4rh1'}","{'robot_0': 'Srv4rh1', 'target_0': 'Ttv4th9'}","-1.0","-33.0","[-0.1533324 -0.6353823 -0.5180467  0.2751186 -5.916034 ]"
"2","24","0.7585775750291839","West","{'obs_sensor': 'Orv4rh0'}","{'robot_0': 'Srv4rh0'}","{'robot_0': 'Srv4rh0', 'target_0': 'Ttv4th9'}","-1.0","-34.0","[-0.39118075 -0.40455306 -0.47221252  0.3576728  -6.5198975 ]"
"2","25","0.7585775750291839","West","{'obs_sensor': 'Orv4rh0'}","{'robot_0': 'Srv4rh0'}","{'robot_0': 'Srv4rh0', 'target_0': 'Ttv4th9'}","-1.0","-35.0","[-0.24419901 -0.6881005  -0.6065434   0.5977052  -6.8121786 ]"
"2","26","0.7585775750291839","South","{'obs_sensor': 'Orv4rh0'}","{'robot_0': 'Srv4rh0'}","{'robot_0': 'Srv4rh0', 'target_0': 'Ttv4th9'}","-1.0","-36.0","[-0.35989946 -0.7686941  -0.56706727  0.54707426 -7.5062075 ]"
"2","27","0.7585775750291839","West","{'obs_sensor': 'Orv4rh0'}","{'robot_0': 'Srv4rh0'}","{'robot_0': 'Srv4rh0', 'target_0': 'Ttv4th9'}","-1.0","-37.0","[-0.59742427 -0.5160357  -0.49625546  0.35259303 -7.4110947 ]"
"2","28","0.7585775750291839","Catch","{'obs_sensor': 'Orv4rh0'}","{'robot_0': 'Srv4rh0'}","{'robot_0': 'Srv4rh0', 'target_0': 'Ttv3th9'}","-10.0","-47.0","[-0.11410697 -1.1822677  -0.5822412   0.69384986 -8.226595  ]"
"2","29","0.7585775750291839","North","{'obs_sensor': 'Orv3rh0'}","{'robot_0': 'Srv4rh0'}","{'robot_0': 'Srv4rh0', 'target_0': 'Ttv3th9'}","-1.0","-48.0","[-0.37556428 -0.59659904 -0.7477557   0.3067807  -7.939565  ]"
"3","0","0.6918309709189366","Catch","{'obs_sensor': 'Orv3rh0'}","{'robot_0': 'Srv3rh0'}","{'robot_0': 'Srv3rh0', 'target_0': 'Ttv4th3'}","-10.0","-10.0","[-0.63674545 -0.40757737 -0.2597774   0.30567473 -5.9403553 ]"
"3","1","0.6918309709189366","West","{'obs_sensor': 'Orv3rh0'}","{'robot_0': 'Srv3rh0'}","{'robot_0': 'Srv3rh0', 'target_0': 'Ttv4th3'}","-1.0","-11.0","[-0.85488766 -0.6739894  -0.5862121   0.05983546 -6.4128375 ]"
"3","2","0.6918309709189366","East","{'obs_sensor': 'Orv3rh1'}","{'robot_0': 'Srv3rh0'}","{'robot_0': 'Srv3rh0', 'target_0': 'Ttv4th3'}","-1.0","-12.0","[-0.929458   -0.64705384 -0.61340255  0.02042689 -7.1504683 ]"
"3","3","0.6918309709189366","South","{'obs_sensor': 'Orv4rh1'}","{'robot_0': 'Srv3rh1'}","{'robot_0': 'Srv3rh1', 'target_0': 'Ttv4th3'}","-1.0","-13.0","[-0.7662955  -0.6638501  -0.5967077   0.31491098 -7.5383506 ]"
"3","4","0.6918309709189366","South","{'obs_sensor': 'Orv4rh1'}","{'robot_0': 'Srv4rh1'}","{'robot_0': 'Srv4rh1', 'target_0': 'Ttv4th3'}","-1.0","-14.0","[-0.48147637 -0.58240145 -0.16527972  0.49124062 -7.8380876 ]"
"3","5","0.6918309709189366","North","{'obs_sensor': 'Orv3rh1'}","{'robot_0': 'Srv4rh1'}","{'robot_0': 'Srv4rh1', 'target_0': 'Ttv4th3'}","-1.0","-15.0","[-0.63695043 -0.8766501  -0.07945693  0.527594   -7.702586  ]"
"3","6","0.6918309709189366","West","{'obs_sensor': 'Orv3rh0'}","{'robot_0': 'Srv3rh1'}","{'robot_0': 'Srv3rh1', 'target_0': 'Ttv4th4'}","-1.0","-16.0","[-0.887016   -0.77247    -0.17558903  0.4915913  -7.209502  ]"
"3","7","0.6918309709189366","West","{'obs_sensor': 'Orv3rh0'}","{'robot_0': 'Srv3rh0'}","{'robot_0': 'Srv3rh0', 'target_0': 'Ttv4th4'}","-1.0","-17.0","[-1.0198548  -0.73783183 -0.27768365  0.7346545  -7.4635596 ]"
"3","8","0.6918309709189366","North","{'obs_sensor': 'Orv3rh0'}","{'robot_0': 'Srv3rh0'}","{'robot_0': 'Srv3rh0', 'target_0': 'Ttv4th5'}","-1.0","-18.0","[-0.9768932  -1.0725617  -0.79832536  0.4564829  -8.796386  ]"
