iteration,observation,observed state,action,step reward
2,{'obs_sensor':'ogood'},{'robot_0':'s22'},0,0
2,{'obs_sensor':'ogood'},{'robot_0':'s23'},0,0
2,{'obs_sensor':'ogood'},{'robot_0':'s33'},1,0
2,{'obs_sensor':'ogood'},{'robot_0':'s43'},1,0
2,{'obs_sensor':'ogood'},{'robot_0':'s53'},1,0
2,{'obs_sensor':'ogood'},{'robot_0':'s63'},1,0
2,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
2,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
3,{'obs_sensor':'ogood'},{'robot_0':'s03'},5,0
3,{'obs_sensor':'ogood'},{'robot_0':'s02'},2,0
3,{'obs_sensor':'ogood'},{'robot_0':'s01'},2,0
3,{'obs_sensor':'ogood'},{'robot_0':'s01'},12,10
3,{'obs_sensor':'ogood'},{'robot_0':'s01'},4,0
3,{'obs_sensor':'ogood'},{'robot_0':'s11'},1,0
3,{'obs_sensor':'ogood'},{'robot_0':'s21'},1,0
3,{'obs_sensor':'ogood'},{'robot_0':'s20'},2,0
3,{'obs_sensor':'ogood'},{'robot_0':'s20'},12,10
3,{'obs_sensor':'obad'},{'robot_0':'s20'},6,0
3,{'obs_sensor':'ogood'},{'robot_0':'s21'},0,0
3,{'obs_sensor':'ogood'},{'robot_0':'s22'},0,0
3,{'obs_sensor':'ogood'},{'robot_0':'s23'},0,0
3,{'obs_sensor':'ogood'},{'robot_0':'s24'},0,0
3,{'obs_sensor':'obad'},{'robot_0':'s24'},8,0
3,{'obs_sensor':'ogood'},{'robot_0':'s24'},9,0
3,{'obs_sensor':'ogood'},{'robot_0':'s34'},1,0
3,{'obs_sensor':'ogood'},{'robot_0':'s34'},12,10
3,{'obs_sensor':'ogood'},{'robot_0':'s44'},1,0
3,{'obs_sensor':'ogood'},{'robot_0':'s54'},1,0
3,{'obs_sensor':'obad'},{'robot_0':'s54'},10,0
3,{'obs_sensor':'ogood'},{'robot_0':'s54'},7,0
3,{'obs_sensor':'ogood'},{'robot_0':'s64'},1,0
3,{'obs_sensor':'ogood'},{'robot_0':'s63'},2,0
3,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
3,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
4,{'obs_sensor':'ogood'},{'robot_0':'s13'},1,0
4,{'obs_sensor':'obad'},{'robot_0':'s13'},9,0
4,{'obs_sensor':'ogood'},{'robot_0':'s13'},5,0
4,{'obs_sensor':'ogood'},{'robot_0':'s12'},2,0
4,{'obs_sensor':'ogood'},{'robot_0':'s11'},2,0
4,{'obs_sensor':'ogood'},{'robot_0':'s01'},3,0
4,{'obs_sensor':'ogood'},{'robot_0':'s01'},12,10
4,{'obs_sensor':'ogood'},{'robot_0':'s11'},1,0
4,{'obs_sensor':'ogood'},{'robot_0':'s11'},4,0
4,{'obs_sensor':'ogood'},{'robot_0':'s21'},1,0
4,{'obs_sensor':'ogood'},{'robot_0':'s20'},2,0
4,{'obs_sensor':'ogood'},{'robot_0':'s20'},12,10
4,{'obs_sensor':'ogood'},{'robot_0':'s20'},6,0
4,{'obs_sensor':'ogood'},{'robot_0':'s21'},0,0
4,{'obs_sensor':'ogood'},{'robot_0':'s31'},1,0
4,{'obs_sensor':'ogood'},{'robot_0':'s31'},12,10
4,{'obs_sensor':'ogood'},{'robot_0':'s32'},0,0
4,{'obs_sensor':'ogood'},{'robot_0':'s33'},0,0
4,{'obs_sensor':'ogood'},{'robot_0':'s43'},1,0
4,{'obs_sensor':'ogood'},{'robot_0':'s43'},7,0
4,{'obs_sensor':'ogood'},{'robot_0':'s53'},1,0
4,{'obs_sensor':'ogood'},{'robot_0':'s63'},1,0
4,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
4,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
5,{'obs_sensor':'ogood'},{'robot_0':'s03'},5,0
5,{'obs_sensor':'ogood'},{'robot_0':'s02'},2,0
5,{'obs_sensor':'ogood'},{'robot_0':'s01'},2,0
5,{'obs_sensor':'ogood'},{'robot_0':'s01'},12,10
5,{'obs_sensor':'obad'},{'robot_0':'s01'},4,0
5,{'obs_sensor':'ogood'},{'robot_0':'s11'},1,0
5,{'obs_sensor':'obad'},{'robot_0':'s11'},6,0
5,{'obs_sensor':'ogood'},{'robot_0':'s12'},0,0
5,{'obs_sensor':'ogood'},{'robot_0':'s13'},0,0
5,{'obs_sensor':'ogood'},{'robot_0':'s14'},0,0
5,{'obs_sensor':'ogood'},{'robot_0':'s14'},8,0
5,{'obs_sensor':'ogood'},{'robot_0':'s24'},1,0
5,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
5,{'obs_sensor':'obad'},{'robot_0':'s24'},9,0
5,{'obs_sensor':'ogood'},{'robot_0':'s25'},0,0
5,{'obs_sensor':'obad'},{'robot_0':'s25'},10,0
5,{'obs_sensor':'obad'},{'robot_0':'s25'},11,0
5,{'obs_sensor':'obad'},{'robot_0':'s25'},7,0
5,{'obs_sensor':'ogood'},{'robot_0':'s35'},1,0
5,{'obs_sensor':'ogood'},{'robot_0':'s45'},1,0
5,{'obs_sensor':'ogood'},{'robot_0':'s55'},1,0
5,{'obs_sensor':'obad'},{'robot_0':'s55'},10,0
5,{'obs_sensor':'ogood'},{'robot_0':'s65'},1,0
5,{'obs_sensor':'ogood'},{'robot_0':'st'},1,0
6,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
6,{'obs_sensor':'ogood'},{'robot_0':'s03'},11,0
6,{'obs_sensor':'obad'},{'robot_0':'s03'},10,0
6,{'obs_sensor':'obad'},{'robot_0':'s03'},9,0
6,{'obs_sensor':'obad'},{'robot_0':'s03'},8,0
6,{'obs_sensor':'ogood'},{'robot_0':'s03'},4,0
6,{'obs_sensor':'ogood'},{'robot_0':'s04'},0,0
6,{'obs_sensor':'obad'},{'robot_0':'s04'},6,0
6,{'obs_sensor':'ogood'},{'robot_0':'s04'},8,0
6,{'obs_sensor':'ogood'},{'robot_0':'s04'},8,0
6,{'obs_sensor':'ogood'},{'robot_0':'s05'},0,0
6,{'obs_sensor':'ogood'},{'robot_0':'s05'},11,0
6,{'obs_sensor':'ogood'},{'robot_0':'s06'},0,0
6,{'obs_sensor':'ogood'},{'robot_0':'s16'},1,0
6,{'obs_sensor':'ogood'},{'robot_0':'s16'},12,10
6,{'obs_sensor':'ogood'},{'robot_0':'s26'},1,0
6,{'obs_sensor':'ogood'},{'robot_0':'s25'},2,0
6,{'obs_sensor':'ogood'},{'robot_0':'s24'},2,0
6,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
6,{'obs_sensor':'ogood'},{'robot_0':'s23'},2,0
6,{'obs_sensor':'ogood'},{'robot_0':'s22'},2,0
6,{'obs_sensor':'ogood'},{'robot_0':'s21'},2,0
6,{'obs_sensor':'ogood'},{'robot_0':'s20'},2,0
6,{'obs_sensor':'ogood'},{'robot_0':'s20'},12,10
6,{'obs_sensor':'obad'},{'robot_0':'s20'},7,0
6,{'obs_sensor':'ogood'},{'robot_0':'s30'},1,0
6,{'obs_sensor':'ogood'},{'robot_0':'s40'},1,0
6,{'obs_sensor':'obad'},{'robot_0':'s40'},6,0
6,{'obs_sensor':'ogood'},{'robot_0':'s50'},1,0
6,{'obs_sensor':'ogood'},{'robot_0':'s60'},1,0
6,{'obs_sensor':'ogood'},{'robot_0':'s60'},1,0
7,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
7,{'obs_sensor':'obad'},{'robot_0':'s03'},9,0
7,{'obs_sensor':'ogood'},{'robot_0':'s03'},8,0
7,{'obs_sensor':'ogood'},{'robot_0':'s03'},11,0
7,{'obs_sensor':'ogood'},{'robot_0':'s04'},0,0
7,{'obs_sensor':'ogood'},{'robot_0':'s14'},1,0
7,{'obs_sensor':'ogood'},{'robot_0':'s14'},4,0
7,{'obs_sensor':'ogood'},{'robot_0':'s15'},0,0
7,{'obs_sensor':'ogood'},{'robot_0':'s16'},0,0
7,{'obs_sensor':'ogood'},{'robot_0':'s16'},12,10
7,{'obs_sensor':'ogood'},{'robot_0':'s16'},6,0
7,{'obs_sensor':'ogood'},{'robot_0':'s26'},1,0
7,{'obs_sensor':'ogood'},{'robot_0':'s25'},2,0
7,{'obs_sensor':'ogood'},{'robot_0':'s24'},2,0
7,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
7,{'obs_sensor':'ogood'},{'robot_0':'s23'},2,0
7,{'obs_sensor':'ogood'},{'robot_0':'s22'},2,0
7,{'obs_sensor':'ogood'},{'robot_0':'s21'},2,0
7,{'obs_sensor':'ogood'},{'robot_0':'s20'},2,0
7,{'obs_sensor':'ogood'},{'robot_0':'s20'},12,10
7,{'obs_sensor':'obad'},{'robot_0':'s20'},10,0
7,{'obs_sensor':'ogood'},{'robot_0':'s21'},0,0
7,{'obs_sensor':'ogood'},{'robot_0':'s31'},1,0
7,{'obs_sensor':'ogood'},{'robot_0':'s31'},12,10
7,{'obs_sensor':'ogood'},{'robot_0':'s41'},1,0
7,{'obs_sensor':'ogood'},{'robot_0':'s51'},1,0
7,{'obs_sensor':'ogood'},{'robot_0':'s61'},1,0
7,{'obs_sensor':'obad'},{'robot_0':'s61'},7,0
7,{'obs_sensor':'ogood'},{'robot_0':'st'},1,0
8,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
8,{'obs_sensor':'ogood'},{'robot_0':'s03'},8,0
8,{'obs_sensor':'ogood'},{'robot_0':'s03'},9,0
8,{'obs_sensor':'ogood'},{'robot_0':'s03'},11,0
8,{'obs_sensor':'ogood'},{'robot_0':'s04'},0,0
8,{'obs_sensor':'ogood'},{'robot_0':'s14'},1,0
8,{'obs_sensor':'ogood'},{'robot_0':'s24'},1,0
8,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
8,{'obs_sensor':'ogood'},{'robot_0':'s34'},1,0
8,{'obs_sensor':'ogood'},{'robot_0':'s34'},12,10
8,{'obs_sensor':'ogood'},{'robot_0':'s34'},10,0
8,{'obs_sensor':'ogood'},{'robot_0':'s35'},0,0
8,{'obs_sensor':'ogood'},{'robot_0':'s45'},1,0
8,{'obs_sensor':'ogood'},{'robot_0':'s55'},1,0
8,{'obs_sensor':'ogood'},{'robot_0':'s55'},12,10
8,{'obs_sensor':'obad'},{'robot_0':'s55'},7,0
8,{'obs_sensor':'ogood'},{'robot_0':'s56'},0,0
8,{'obs_sensor':'ogood'},{'robot_0':'s46'},3,0
8,{'obs_sensor':'ogood'},{'robot_0':'s36'},3,0
8,{'obs_sensor':'ogood'},{'robot_0':'s36'},11,0
8,{'obs_sensor':'ogood'},{'robot_0':'s26'},3,0
8,{'obs_sensor':'ogood'},{'robot_0':'s16'},3,0
8,{'obs_sensor':'ogood'},{'robot_0':'s16'},12,10
8,{'obs_sensor':'ogood'},{'robot_0':'s16'},6,0
8,{'obs_sensor':'ogood'},{'robot_0':'s16'},4,0
8,{'obs_sensor':'obad'},{'robot_0':'s16'},4,0
8,{'obs_sensor':'ogood'},{'robot_0':'s16'},4,0
8,{'obs_sensor':'ogood'},{'robot_0':'s16'},6,0
8,{'obs_sensor':'ogood'},{'robot_0':'s26'},1,0
8,{'obs_sensor':'ogood'},{'robot_0':'s36'},1,0
8,{'obs_sensor':'ogood'},{'robot_0':'s36'},1,0
9,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
9,{'obs_sensor':'ogood'},{'robot_0':'s13'},1,0
9,{'obs_sensor':'obad'},{'robot_0':'s13'},11,0
9,{'obs_sensor':'ogood'},{'robot_0':'s13'},8,0
9,{'obs_sensor':'ogood'},{'robot_0':'s14'},0,0
9,{'obs_sensor':'ogood'},{'robot_0':'s24'},1,0
9,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
9,{'obs_sensor':'obad'},{'robot_0':'s24'},9,0
9,{'obs_sensor':'obad'},{'robot_0':'s24'},10,0
9,{'obs_sensor':'ogood'},{'robot_0':'s24'},6,0
9,{'obs_sensor':'ogood'},{'robot_0':'s23'},2,0
9,{'obs_sensor':'ogood'},{'robot_0':'s22'},2,0
9,{'obs_sensor':'ogood'},{'robot_0':'s22'},4,0
9,{'obs_sensor':'ogood'},{'robot_0':'s21'},2,0
9,{'obs_sensor':'ogood'},{'robot_0':'s20'},2,0
9,{'obs_sensor':'ogood'},{'robot_0':'s20'},12,10
9,{'obs_sensor':'ogood'},{'robot_0':'s20'},7,0
9,{'obs_sensor':'ogood'},{'robot_0':'s21'},0,0
9,{'obs_sensor':'ogood'},{'robot_0':'s31'},1,0
9,{'obs_sensor':'ogood'},{'robot_0':'s31'},12,10
9,{'obs_sensor':'ogood'},{'robot_0':'s32'},0,0
9,{'obs_sensor':'ogood'},{'robot_0':'s33'},0,0
9,{'obs_sensor':'ogood'},{'robot_0':'s43'},1,0
9,{'obs_sensor':'ogood'},{'robot_0':'s53'},1,0
9,{'obs_sensor':'ogood'},{'robot_0':'s63'},1,0
9,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
9,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
10,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
10,{'obs_sensor':'ogood'},{'robot_0':'s03'},8,0
10,{'obs_sensor':'ogood'},{'robot_0':'s13'},1,0
10,{'obs_sensor':'ogood'},{'robot_0':'s14'},0,0
10,{'obs_sensor':'ogood'},{'robot_0':'s24'},1,0
10,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
10,{'obs_sensor':'obad'},{'robot_0':'s24'},9,0
10,{'obs_sensor':'ogood'},{'robot_0':'s24'},11,0
10,{'obs_sensor':'obad'},{'robot_0':'s24'},10,0
10,{'obs_sensor':'obad'},{'robot_0':'s24'},6,0
10,{'obs_sensor':'ogood'},{'robot_0':'s25'},0,0
10,{'obs_sensor':'obad'},{'robot_0':'s25'},4,0
10,{'obs_sensor':'ogood'},{'robot_0':'s26'},0,0
10,{'obs_sensor':'ogood'},{'robot_0':'s16'},3,0
10,{'obs_sensor':'ogood'},{'robot_0':'s16'},12,10
10,{'obs_sensor':'ogood'},{'robot_0':'s26'},1,0
10,{'obs_sensor':'ogood'},{'robot_0':'s36'},1,0
10,{'obs_sensor':'ogood'},{'robot_0':'s36'},7,0
10,{'obs_sensor':'ogood'},{'robot_0':'s46'},1,0
10,{'obs_sensor':'ogood'},{'robot_0':'s56'},1,0
10,{'obs_sensor':'ogood'},{'robot_0':'s66'},1,0
10,{'obs_sensor':'ogood'},{'robot_0':'s65'},2,0
10,{'obs_sensor':'ogood'},{'robot_0':'s64'},2,0
10,{'obs_sensor':'ogood'},{'robot_0':'s63'},2,0
10,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
10,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
11,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
11,{'obs_sensor':'ogood'},{'robot_0':'s03'},11,0
11,{'obs_sensor':'ogood'},{'robot_0':'s03'},9,0
11,{'obs_sensor':'obad'},{'robot_0':'s03'},8,0
11,{'obs_sensor':'obad'},{'robot_0':'s03'},6,0
11,{'obs_sensor':'ogood'},{'robot_0':'s03'},7,0
11,{'obs_sensor':'ogood'},{'robot_0':'s13'},1,0
11,{'obs_sensor':'ogood'},{'robot_0':'s14'},0,0
11,{'obs_sensor':'ogood'},{'robot_0':'s15'},0,0
11,{'obs_sensor':'ogood'},{'robot_0':'s16'},0,0
11,{'obs_sensor':'ogood'},{'robot_0':'s16'},12,10
11,{'obs_sensor':'ogood'},{'robot_0':'s16'},10,0
11,{'obs_sensor':'ogood'},{'robot_0':'s26'},1,0
11,{'obs_sensor':'ogood'},{'robot_0':'s36'},1,0
11,{'obs_sensor':'ogood'},{'robot_0':'s35'},2,0
11,{'obs_sensor':'ogood'},{'robot_0':'s34'},2,0
11,{'obs_sensor':'ogood'},{'robot_0':'s34'},12,10
11,{'obs_sensor':'ogood'},{'robot_0':'s35'},0,0
11,{'obs_sensor':'obad'},{'robot_0':'s35'},9,0
11,{'obs_sensor':'ogood'},{'robot_0':'s45'},1,0
11,{'obs_sensor':'ogood'},{'robot_0':'s55'},1,0
11,{'obs_sensor':'ogood'},{'robot_0':'s55'},12,10
11,{'obs_sensor':'ogood'},{'robot_0':'s55'},7,0
11,{'obs_sensor':'ogood'},{'robot_0':'s65'},1,0
11,{'obs_sensor':'ogood'},{'robot_0':'s64'},2,0
11,{'obs_sensor':'ogood'},{'robot_0':'s63'},2,0
11,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
11,{'obs_sensor':'obad'},{'robot_0':'s63'},4,0
11,{'obs_sensor':'ogood'},{'robot_0':'st'},1,0
12,{'obs_sensor':'ogood'},{'robot_0':'s03'},5,0
12,{'obs_sensor':'ogood'},{'robot_0':'s02'},2,0
12,{'obs_sensor':'ogood'},{'robot_0':'s01'},2,0
12,{'obs_sensor':'ogood'},{'robot_0':'s01'},12,10
12,{'obs_sensor':'ogood'},{'robot_0':'s11'},1,0
12,{'obs_sensor':'ogood'},{'robot_0':'s11'},6,0
12,{'obs_sensor':'ogood'},{'robot_0':'s21'},1,0
12,{'obs_sensor':'ogood'},{'robot_0':'s31'},1,0
12,{'obs_sensor':'ogood'},{'robot_0':'s31'},12,10
12,{'obs_sensor':'obad'},{'robot_0':'s31'},4,0
12,{'obs_sensor':'ogood'},{'robot_0':'s32'},0,0
12,{'obs_sensor':'ogood'},{'robot_0':'s33'},0,0
12,{'obs_sensor':'obad'},{'robot_0':'s33'},9,0
12,{'obs_sensor':'ogood'},{'robot_0':'s43'},1,0
12,{'obs_sensor':'ogood'},{'robot_0':'s43'},7,0
12,{'obs_sensor':'ogood'},{'robot_0':'s53'},1,0
12,{'obs_sensor':'ogood'},{'robot_0':'s63'},1,0
12,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
12,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
13,{'obs_sensor':'ogood'},{'robot_0':'s03'},8,0
13,{'obs_sensor':'ogood'},{'robot_0':'s04'},0,0
13,{'obs_sensor':'ogood'},{'robot_0':'s14'},1,0
13,{'obs_sensor':'ogood'},{'robot_0':'s24'},1,0
13,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
13,{'obs_sensor':'ogood'},{'robot_0':'s24'},9,0
13,{'obs_sensor':'ogood'},{'robot_0':'s34'},1,0
13,{'obs_sensor':'ogood'},{'robot_0':'s34'},12,10
13,{'obs_sensor':'obad'},{'robot_0':'s34'},7,0
13,{'obs_sensor':'ogood'},{'robot_0':'s34'},6,0
13,{'obs_sensor':'ogood'},{'robot_0':'s33'},2,0
13,{'obs_sensor':'ogood'},{'robot_0':'s32'},2,0
13,{'obs_sensor':'ogood'},{'robot_0':'s31'},2,0
13,{'obs_sensor':'ogood'},{'robot_0':'s31'},12,10
13,{'obs_sensor':'obad'},{'robot_0':'s31'},4,0
13,{'obs_sensor':'obad'},{'robot_0':'s31'},5,0
13,{'obs_sensor':'obad'},{'robot_0':'s31'},10,0
13,{'obs_sensor':'ogood'},{'robot_0':'s31'},11,0
13,{'obs_sensor':'ogood'},{'robot_0':'s32'},0,0
13,{'obs_sensor':'ogood'},{'robot_0':'s32'},11,0
13,{'obs_sensor':'ogood'},{'robot_0':'s33'},0,0
13,{'obs_sensor':'ogood'},{'robot_0':'s34'},0,0
13,{'obs_sensor':'ogood'},{'robot_0':'s35'},0,0
13,{'obs_sensor':'ogood'},{'robot_0':'s36'},0,0
13,{'obs_sensor':'ogood'},{'robot_0':'s26'},3,0
13,{'obs_sensor':'ogood'},{'robot_0':'s16'},3,0
13,{'obs_sensor':'ogood'},{'robot_0':'s16'},12,10
13,{'obs_sensor':'ogood'},{'robot_0':'s26'},1,0
13,{'obs_sensor':'ogood'},{'robot_0':'s36'},1,0
13,{'obs_sensor':'ogood'},{'robot_0':'s46'},1,0
13,{'obs_sensor':'ogood'},{'robot_0':'s46'},1,0
14,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
14,{'obs_sensor':'ogood'},{'robot_0':'s13'},1,0
14,{'obs_sensor':'ogood'},{'robot_0':'s13'},8,0
14,{'obs_sensor':'ogood'},{'robot_0':'s14'},0,0
14,{'obs_sensor':'ogood'},{'robot_0':'s24'},1,0
14,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
14,{'obs_sensor':'ogood'},{'robot_0':'s24'},9,0
14,{'obs_sensor':'ogood'},{'robot_0':'s34'},1,0
14,{'obs_sensor':'ogood'},{'robot_0':'s34'},12,10
14,{'obs_sensor':'ogood'},{'robot_0':'s34'},7,0
14,{'obs_sensor':'ogood'},{'robot_0':'s44'},1,0
14,{'obs_sensor':'ogood'},{'robot_0':'s54'},1,0
14,{'obs_sensor':'obad'},{'robot_0':'s54'},10,0
14,{'obs_sensor':'ogood'},{'robot_0':'s64'},1,0
14,{'obs_sensor':'ogood'},{'robot_0':'s63'},2,0
14,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
14,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
15,{'obs_sensor':'ogood'},{'robot_0':'s03'},5,0
15,{'obs_sensor':'ogood'},{'robot_0':'s02'},2,0
15,{'obs_sensor':'ogood'},{'robot_0':'s01'},2,0
15,{'obs_sensor':'ogood'},{'robot_0':'s01'},12,10
15,{'obs_sensor':'ogood'},{'robot_0':'s11'},1,0
15,{'obs_sensor':'ogood'},{'robot_0':'s21'},1,0
15,{'obs_sensor':'obad'},{'robot_0':'s21'},4,0
15,{'obs_sensor':'ogood'},{'robot_0':'s21'},6,0
15,{'obs_sensor':'ogood'},{'robot_0':'s31'},1,0
15,{'obs_sensor':'ogood'},{'robot_0':'s31'},12,10
15,{'obs_sensor':'ogood'},{'robot_0':'s32'},0,0
15,{'obs_sensor':'ogood'},{'robot_0':'s33'},0,0
15,{'obs_sensor':'ogood'},{'robot_0':'s33'},9,0
15,{'obs_sensor':'ogood'},{'robot_0':'s34'},0,0
15,{'obs_sensor':'ogood'},{'robot_0':'s34'},12,10
15,{'obs_sensor':'ogood'},{'robot_0':'s34'},8,0
15,{'obs_sensor':'ogood'},{'robot_0':'s24'},3,0
15,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
15,{'obs_sensor':'ogood'},{'robot_0':'s34'},1,0
15,{'obs_sensor':'ogood'},{'robot_0':'s44'},1,0
15,{'obs_sensor':'ogood'},{'robot_0':'s54'},1,0
15,{'obs_sensor':'ogood'},{'robot_0':'s54'},10,0
15,{'obs_sensor':'ogood'},{'robot_0':'s55'},0,0
15,{'obs_sensor':'ogood'},{'robot_0':'s55'},12,10
15,{'obs_sensor':'ogood'},{'robot_0':'s55'},7,0
15,{'obs_sensor':'ogood'},{'robot_0':'s65'},1,0
15,{'obs_sensor':'ogood'},{'robot_0':'s64'},2,0
15,{'obs_sensor':'ogood'},{'robot_0':'s63'},2,0
15,{'obs_sensor':'ogood'},{'robot_0':'s63'},12,10
15,{'obs_sensor':'ogood'},{'robot_0':'st'},1,10
16,{'obs_sensor':'obad'},{'robot_0':'s03'},5,0
16,{'obs_sensor':'obad'},{'robot_0':'s03'},11,0
16,{'obs_sensor':'ogood'},{'robot_0':'s13'},1,0
16,{'obs_sensor':'ogood'},{'robot_0':'s13'},8,0
16,{'obs_sensor':'ogood'},{'robot_0':'s14'},0,0
16,{'obs_sensor':'ogood'},{'robot_0':'s24'},1,0
16,{'obs_sensor':'ogood'},{'robot_0':'s24'},12,10
