iteration,observation,observed state,action,step reward
6,{'obs_sensor':'Orv4rh8'},{'robot_0':'Srv4rh8'},1,-1
6,{'obs_sensor':'yes'},{'robot_0':'Srv4rh9'},2,-1
6,{'obs_sensor':'Orv4rh9'},{'robot_0':'Srv4rh9'},4,10
7,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},2,-1
7,{'obs_sensor':'Orv2rh6'},{'robot_0':'Srv2rh6'},3,-1
7,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},0,-1
7,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},3,-1
7,{'obs_sensor':'Orv0rh5'},{'robot_0':'Srv0rh5'},0,-1
7,{'obs_sensor':'Orv0rh6'},{'robot_0':'Srv0rh6'},2,-1
7,{'obs_sensor':'Orv0rh7'},{'robot_0':'Srv0rh7'},2,-1
7,{'obs_sensor':'Orv1rh7'},{'robot_0':'Srv1rh7'},1,-1
7,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},1,-1
7,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},1,-1
7,{'obs_sensor':'Orv3rh8'},{'robot_0':'Srv3rh8'},2,-1
7,{'obs_sensor':'Orv3rh9'},{'robot_0':'Srv3rh9'},2,-1
7,{'obs_sensor':'yes'},{'robot_0':'Srv4rh9'},1,-1
7,{'obs_sensor':'Orv4rh9'},{'robot_0':'Srv4rh9'},4,10
8,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},3,-1
8,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},0,-1
8,{'obs_sensor':'Orv2rh6'},{'robot_0':'Srv2rh6'},3,-1
8,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},0,-1
8,{'obs_sensor':'Orv0rh6'},{'robot_0':'Srv0rh6'},0,-1
8,{'obs_sensor':'Orv0rh5'},{'robot_0':'Srv0rh5'},3,-1
8,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},1,-1
8,{'obs_sensor':'Orv2rh5'},{'robot_0':'Srv2rh5'},1,-1
8,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},1,-1
8,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},1,-1
8,{'obs_sensor':'Orv4rh4'},{'robot_0':'Srv4rh4'},3,-1
8,{'obs_sensor':'Orv4rh3'},{'robot_0':'Srv4rh3'},3,-1
8,{'obs_sensor':'Orv4rh2'},{'robot_0':'Srv4rh2'},3,-1
8,{'obs_sensor':'Orv4rh1'},{'robot_0':'Srv4rh1'},3,-1
8,{'obs_sensor':'Orv4rh0'},{'robot_0':'Srv4rh0'},3,-1
8,{'obs_sensor':'Orv3rh0'},{'robot_0':'Srv3rh0'},0,-1
8,{'obs_sensor':'Orv3rh1'},{'robot_0':'Srv3rh1'},2,-1
8,{'obs_sensor':'Orv3rh2'},{'robot_0':'Srv3rh2'},2,-1
8,{'obs_sensor':'Orv3rh3'},{'robot_0':'Srv3rh3'},2,-1
8,{'obs_sensor':'Orv3rh4'},{'robot_0':'Srv3rh4'},2,-1
8,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},2,-1
8,{'obs_sensor':'Orv3rh6'},{'robot_0':'Srv3rh6'},2,-1
8,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},2,-1
8,{'obs_sensor':'Orv3rh8'},{'robot_0':'Srv3rh8'},2,-1
8,{'obs_sensor':'Orv4rh8'},{'robot_0':'Srv4rh8'},1,-1
8,{'obs_sensor':'Orv4rh9'},{'robot_0':'Srv4rh9'},2,-1
8,{'obs_sensor':'Orv3rh9'},{'robot_0':'Srv3rh9'},0,-1
8,{'obs_sensor':'Orv3rh8'},{'robot_0':'Srv3rh8'},3,-1
8,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},3,-1
8,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},0,-1
8,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},0,-1
9,{'obs_sensor':'Orv3rh3'},{'robot_0':'Srv3rh3'},2,-1
9,{'obs_sensor':'Orv3rh4'},{'robot_0':'Srv3rh4'},2,-1
9,{'obs_sensor':'Orv4rh4'},{'robot_0':'Srv4rh4'},1,-1
9,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},2,-1
9,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},1,-1
9,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},0,-1
9,{'obs_sensor':'Orv3rh6'},{'robot_0':'Srv3rh6'},2,-1
9,{'obs_sensor':'Orv2rh6'},{'robot_0':'Srv2rh6'},0,-1
9,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},0,-1
9,{'obs_sensor':'Orv0rh6'},{'robot_0':'Srv0rh6'},0,-1
9,{'obs_sensor':'Orv0rh7'},{'robot_0':'Srv0rh7'},2,-1
9,{'obs_sensor':'Orv1rh7'},{'robot_0':'Srv1rh7'},1,-1
9,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},1,-1
9,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},1,-1
9,{'obs_sensor':'Orv3rh8'},{'robot_0':'Srv3rh8'},2,-1
9,{'obs_sensor':'Orv4rh8'},{'robot_0':'Srv4rh8'},1,-1
9,{'obs_sensor':'yes'},{'robot_0':'Srv4rh9'},2,-1
9,{'obs_sensor':'Orv4rh9'},{'robot_0':'Srv4rh9'},4,10
10,{'obs_sensor':'Orv1rh7'},{'robot_0':'Srv1rh7'},2,-1
10,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},3,-1
10,{'obs_sensor':'Orv2rh6'},{'robot_0':'Srv2rh6'},1,-1
10,{'obs_sensor':'Orv2rh5'},{'robot_0':'Srv2rh5'},3,-1
10,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},1,-1
10,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},1,-1
10,{'obs_sensor':'Orv4rh4'},{'robot_0':'Srv4rh4'},3,-1
10,{'obs_sensor':'Orv4rh3'},{'robot_0':'Srv4rh3'},3,-1
10,{'obs_sensor':'Orv4rh2'},{'robot_0':'Srv4rh2'},3,-1
10,{'obs_sensor':'Orv4rh1'},{'robot_0':'Srv4rh1'},3,-1
10,{'obs_sensor':'Orv3rh1'},{'robot_0':'Srv3rh1'},0,-1
10,{'obs_sensor':'Orv3rh0'},{'robot_0':'Srv3rh0'},3,-1
10,{'obs_sensor':'yes'},{'robot_0':'Srv4rh0'},1,-1
10,{'obs_sensor':'Orv4rh0'},{'robot_0':'Srv4rh0'},4,10
11,{'obs_sensor':'Orv3rh9'},{'robot_0':'Srv3rh9'},2,-1
11,{'obs_sensor':'Orv3rh8'},{'robot_0':'Srv3rh8'},3,-1
11,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},3,-1
11,{'obs_sensor':'Orv4rh7'},{'robot_0':'Srv4rh7'},1,-1
11,{'obs_sensor':'Orv4rh6'},{'robot_0':'Srv4rh6'},3,-1
11,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},3,-1
11,{'obs_sensor':'Orv4rh6'},{'robot_0':'Srv4rh6'},2,-1
11,{'obs_sensor':'Orv3rh6'},{'robot_0':'Srv3rh6'},0,-1
11,{'obs_sensor':'Orv2rh6'},{'robot_0':'Srv2rh6'},0,-1
11,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},0,-1
11,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},3,-1
11,{'obs_sensor':'yes'},{'robot_0':'Srv0rh5'},0,-1
11,{'obs_sensor':'Orv0rh5'},{'robot_0':'Srv0rh5'},4,10
12,{'obs_sensor':'Orv0rh6'},{'robot_0':'Srv0rh6'},3,-1
12,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},1,-1
12,{'obs_sensor':'Orv1rh7'},{'robot_0':'Srv1rh7'},2,-1
12,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},1,-1
12,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},1,-1
12,{'obs_sensor':'Orv3rh6'},{'robot_0':'Srv3rh6'},3,-1
12,{'obs_sensor':'Orv4rh6'},{'robot_0':'Srv4rh6'},1,-1
12,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},3,-1
12,{'obs_sensor':'Orv4rh4'},{'robot_0':'Srv4rh4'},3,-1
12,{'obs_sensor':'Orv4rh3'},{'robot_0':'Srv4rh3'},3,-1
12,{'obs_sensor':'Orv4rh2'},{'robot_0':'Srv4rh2'},3,-1
12,{'obs_sensor':'Orv3rh2'},{'robot_0':'Srv3rh2'},0,-1
12,{'obs_sensor':'Orv3rh1'},{'robot_0':'Srv3rh1'},3,-1
12,{'obs_sensor':'yes'},{'robot_0':'Srv3rh0'},3,-1
12,{'obs_sensor':'Orv3rh0'},{'robot_0':'Srv3rh0'},4,10
13,{'obs_sensor':'Orv4rh4'},{'robot_0':'Srv4rh4'},2,-1
13,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},2,-1
13,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},1,-1
13,{'obs_sensor':'Orv4rh6'},{'robot_0':'Srv4rh6'},2,-1
13,{'obs_sensor':'Orv4rh7'},{'robot_0':'Srv4rh7'},2,-1
13,{'obs_sensor':'Orv4rh8'},{'robot_0':'Srv4rh8'},2,-1
13,{'obs_sensor':'Orv4rh9'},{'robot_0':'Srv4rh9'},2,-1
13,{'obs_sensor':'Orv3rh9'},{'robot_0':'Srv3rh9'},0,-1
13,{'obs_sensor':'Orv3rh8'},{'robot_0':'Srv3rh8'},3,-1
13,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},3,-1
13,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},0,-1
13,{'obs_sensor':'Orv1rh7'},{'robot_0':'Srv1rh7'},0,-1
13,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},3,-1
13,{'obs_sensor':'Orv0rh6'},{'robot_0':'Srv0rh6'},0,-1
13,{'obs_sensor':'Orv0rh5'},{'robot_0':'Srv0rh5'},3,-1
13,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},1,-1
13,{'obs_sensor':'Orv2rh5'},{'robot_0':'Srv2rh5'},1,-1
13,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},1,-1
13,{'obs_sensor':'Orv3rh4'},{'robot_0':'Srv3rh4'},3,-1
13,{'obs_sensor':'Orv3rh3'},{'robot_0':'Srv3rh3'},3,-1
13,{'obs_sensor':'Orv3rh2'},{'robot_0':'Srv3rh2'},3,-1
13,{'obs_sensor':'Orv3rh1'},{'robot_0':'Srv3rh1'},3,-1
13,{'obs_sensor':'Orv4rh1'},{'robot_0':'Srv4rh1'},1,-1
13,{'obs_sensor':'yes'},{'robot_0':'Srv4rh0'},3,-1
13,{'obs_sensor':'Orv4rh0'},{'robot_0':'Srv4rh0'},4,10
14,{'obs_sensor':'Orv4rh5'},{'robot_0':'Srv4rh5'},1,-1
14,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},0,-1
14,{'obs_sensor':'Orv2rh5'},{'robot_0':'Srv2rh5'},0,-1
14,{'obs_sensor':'Orv2rh6'},{'robot_0':'Srv2rh6'},2,-1
14,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},2,-1
14,{'obs_sensor':'Orv1rh7'},{'robot_0':'Srv1rh7'},0,-1
14,{'obs_sensor':'Orv0rh7'},{'robot_0':'Srv0rh7'},0,-1
14,{'obs_sensor':'Orv0rh6'},{'robot_0':'Srv0rh6'},3,-1
14,{'obs_sensor':'Orv0rh5'},{'robot_0':'Srv0rh5'},3,-1
14,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},1,-1
14,{'obs_sensor':'Orv2rh5'},{'robot_0':'Srv2rh5'},1,-1
14,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},1,-1
14,{'obs_sensor':'Orv3rh4'},{'robot_0':'Srv3rh4'},3,-1
14,{'obs_sensor':'Orv4rh4'},{'robot_0':'Srv4rh4'},1,-1
14,{'obs_sensor':'Orv4rh3'},{'robot_0':'Srv4rh3'},3,-1
14,{'obs_sensor':'Orv4rh2'},{'robot_0':'Srv4rh2'},3,-1
14,{'obs_sensor':'Orv4rh1'},{'robot_0':'Srv4rh1'},3,-1
14,{'obs_sensor':'yes'},{'robot_0':'Srv4rh0'},3,-1
14,{'obs_sensor':'Orv4rh0'},{'robot_0':'Srv4rh0'},4,10
15,{'obs_sensor':'Orv4rh2'},{'robot_0':'Srv4rh2'},2,-1
15,{'obs_sensor':'Orv4rh3'},{'robot_0':'Srv4rh3'},2,-1
15,{'obs_sensor':'Orv3rh3'},{'robot_0':'Srv3rh3'},0,-1
15,{'obs_sensor':'Orv3rh4'},{'robot_0':'Srv3rh4'},2,-1
15,{'obs_sensor':'Orv3rh5'},{'robot_0':'Srv3rh5'},2,-1
15,{'obs_sensor':'Orv2rh5'},{'robot_0':'Srv2rh5'},0,-1
15,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},0,-1
15,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},2,-1
15,{'obs_sensor':'Orv0rh6'},{'robot_0':'Srv0rh6'},0,-1
15,{'obs_sensor':'yes'},{'robot_0':'Srv0rh7'},2,-1
15,{'obs_sensor':'Orv0rh7'},{'robot_0':'Srv0rh7'},4,10
16,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},3,-1
16,{'obs_sensor':'Orv0rh5'},{'robot_0':'Srv0rh5'},0,-1
16,{'obs_sensor':'Orv0rh5'},{'robot_0':'Srv0rh5'},0,-1
16,{'obs_sensor':'Orv1rh5'},{'robot_0':'Srv1rh5'},1,-1
16,{'obs_sensor':'Orv1rh6'},{'robot_0':'Srv1rh6'},2,-1
16,{'obs_sensor':'Orv1rh7'},{'robot_0':'Srv1rh7'},2,-1
16,{'obs_sensor':'Orv2rh7'},{'robot_0':'Srv2rh7'},1,-1
16,{'obs_sensor':'Orv3rh7'},{'robot_0':'Srv3rh7'},1,-1
16,{'obs_sensor':'Orv3rh8'},{'robot_0':'Srv3rh8'},2,-1
16,{'obs_sensor':'Orv3rh9'},{'robot_0':'Srv3rh9'},2,-1
16,{'obs_sensor':'Orv4rh9'},{'robot_0':'Srv4rh9'},1,-1
16,{'obs_sensor':'Orv4rh8'},{'robot_0':'Srv4rh8'},3,-1
16,{'obs_sensor':'Orv4rh7'},{'robot_0':'Srv4rh7'},3,-1
16,{'obs_sensor':'Orv4rh6'},{'robot_0':'Srv4rh6'},3,-1
